135,ajudar,help,Hilfe,aiuto
136,sota,low,niedrig,basso
137,línia,line,Linie,linea
138,diferir,differ,unterscheiden,differire
140,causa,cause,weil,causa
141,molt,much,viel,tanto
142,significarà,mean,bedeuten,significare
143,abans,before,Vor,Prima
144,moviment,move,Bewegung,spostare
145,dret,right,Rechts,Giusto
146,nen,boy,Junge,ragazzo
147,edat,old,alt,vecchio
148,massa,too,auch,anche
149,mateixa,same,gleich,stesso
150,ella,she,sie,lei
151,tot,all,alles,Tutto
152,hi,there,dort,là
153,quan,when,wann,quando
154,fins,up,hoch,su
155,ús,use,verwenden,uso
156,seva,your,dein,tuo
157,camí,way,Weg,modo
158,sobre,about,Über,di
159,molts,many,viele,molti
160,continuació,then,dann,poi
161,ells,them,Sie,loro
162,escriure,write,schreiben,scrivere
163,faria,would,würde,voluto
164,com,like,mögen,come
165,així,so,So,così
166,aquests,these,diese,questi
167,seva,her,Sie,sua
168,llarg,long,lang,lungo
169,fer,make,machen,rendere
170,cosa,thing,Ding,cosa
171,veure,see,sehen,vedere
172,ell,him,ihm,lui
173,dos,two,zwei,Due
174,té,has,hat,ha
175,buscar,look,suchen,Guarda
176,més,more,mehr,più
177,dia,day,Tag,giorno
178,podia,could,könnte,potevo
179,anar,go,gehen,andare
180,venir,come,Kommen,venire
182,nombre,number,Anzahl,numero
183,so,sound,Klang,suono
184,no,no,nein,No
185,més,most,meisten,più
186,persones,people,Menschen,persone
187,meu,my,mein,mio
188,sobre,over,über,Sopra
189,saber,know,kennt,sapere
190,aigua,water,Wasser,acqua
191,que,than,als,di
192,anomenada,call,Anruf,chiamata
193,primer,first,Erste,primo
194,que,who,wer,chi
195,pot,may,kann,Maggio
196,baix,down,Nieder,fuori
197,costat,side,Seite,lato
198,estat,been,gewesen,stato
199,ara,now,jetzt,adesso
200,trobar,find,finden,Trovare
201,cap,head,Kopf,testa
203,propi,own,besitzen,possedere
204,pàgina,page,Seite,pagina
205,ha,should,sollte,dovrebbe
206,país,country,Land,nazione
207,trobat,found,gefunden,fondare
208,resposta,answer,Antworten,Rispondere
209,escola,school,Schule,scuola
210,créixer,grow,größer,crescere
211,estudi,study,lernen,studio
212,encara,still,still,ancora
213,aprendre,learn,lernen,imparare
214,planta,plant,Pflanze,pianta
215,coberta,cover,Startseite,copertina
216,aliments,food,Lebensmittel,cibo
217,sol,sun,Sonne,sole
218,saber,four,vier,quattro
219,entre,between,zwischen,tra
220,estat,state,Zustand,stato
221,mantenir,keep,behalten,conservare
222,ull,eye,Auge,occhio
223,mai,never,noch,mai
224,última,last,letzte,ultimo
225,deixar,let,Lassen,permettere
226,pensat,thought,gedacht,pensiero
227,ciutat,city,Stadt,città
228,arbre,tree,Baum,albero
229,creuar,cross,Kreuz,attraverso
230,granja,farm,Bauernhof,agricola
231,dur,hard,schwer,difficile
232,inici,start,starten,inizio
233,podria,might,könnte,potrebbe
234,història,story,Geschichte,storia
235,serra,saw,sah,sega
236,ara,far,weit,lontano
237,mar,sea,Meer,mare
238,dibuixar,draw,zeichnen,disegnare
239,esquerra,left,links,sinistra
240,tarda,late,spät,tardi
241,run,run,Lauf,correre
242,no,don’t,nicht,non
243,mentre,while,während,mentre
244,premsa,press,Drücken,stampa
245,prop,close,nahe,chiudere
246,nit,night,Nacht,notte
247,reals,real,real,vero
248,vida,life,Leben,vita
249,pocs,few,wenig,pochi
250,nord,north,Norden,nord
251,llibre,book,Buchen,prenotare
252,portar,carry,tragen,trasportare
253,prendre,took,nahm,preso
254,ciència,science,Wissenschaft,scienza
255,menjar,eat,Essen,mangiare
256,habitació,room,Zimmer,camera
257,amic,friend,Freund,amico
258,començar,began,begann,iniziò
259,idea,idea,Idee,idea
260,peixos,fish,Fisch,pescare
261,muntanya,mountain,Berg,montagna
262,aturi,stop,halt,fermare
263,uncop,once,einmal,volta
264,base,base,Base,base
265,escoltar,hear,hören,ascoltare
266,cavall,horse,Pferd,cavallo
267,tall,cut,Schnitt,tagliare
268,segur,sure,sicher,Sicuro
269,veure,watch,sehen,guarda
270,color,colour,Farbe,colore
271,cara,face,Gesicht,faccia
272,fusta,wood,Holz,legno
273,principal,main,hauptsächlich,principale
274,oberta,open,offen,aprire
275,sembla,seem,erscheinen,sembrare
276,junts,together,zusammen,insieme
277,següent,next,nächste,prossimo
278,blanc,white,Weiß,bianca
279,nens,children,Kinder,bambini
280,començar,begin,Start,inizio
281,aconseguit,got,bekam,avuto
282,caminar,walk,Spaziergang,camminare
283,exemple,example,Beispiel,esempio
284,alleujar,ease,Leichtigkeit,sollievo
285,paper,paper,Papier,carta
286,grup,group,Gruppe,gruppo
287,sempre,always,stets,sempre
288,música,music,Musik,musica
289,els,those,jene,quelli
290,tant,both,beide,entrambi
291,marca,mark,Kennzeichen,marchio
292,sovint,often,häufig,spesso
293,carta,letter,Buchstabe,lettera
294,fins,until,bis,fino
295,milla,mile,Meile,miglio
296,riu,river,Fluss,fiume
297,cotxe,car,Wagen,macchina
298,peus,feet,Fuß,piedi
299,cura,care,Pflege,cura
300,segon,second,Sekunde,secondo
301,suficient,enough,genügend,abbastanza
302,pla,plain,schmucklos,pianura
303,noia,girl,Mädchen,ragazza
304,habitual,usual,üblich,solito
305,jove,young,jung,giovane
306,llest,ready,bereit,pronto
307,persobre,above,Oben,sopra
308,mai,ever,je,mai
309,vermell,red,rot,rosso
310,llista,list,aufführen,elenco
311,encara,though,obwohl,anche
312,sentir,feel,fühlen,tatto
313,xerrada,talk,Gespräch,parlare
314,ocell,bird,Vogel,uccello
315,aviat,soon,bald,presto
316,cos,body,Karosserie,corpo
317,gos,dog,Hund,cane
318,família,family,Familie,famiglia
319,directa,direct,Direkte,diretto
320,plantejar,pose,Pose,posa
321,deixar,leave,verlassen,partire
322,cançó,song,Lied,canzone
323,mesurar,measure,messen,misurare
324,porta,door,Tür,porta
325,producte,product,Produkt,Prodotto
326,negre,black,Schwarz,Nero
327,curta,short,kurz,breve
328,numeral,numeral,Ziffer,numerale
329,classe,class,Klasse,classe
330,vent,wind,Wind,vento
331,pregunta,question,Frage,domanda
332,succeir,happen,passieren,accadere
333,completa,complete,Komplett,completare
334,vaixell,ship,Schiff,nave
335,zona,area,Bereich,zona
336,mitjà,half,halb,metà
337,roca,rock,Felsen,roccia
338,fi,order,Bestellung,ordine
339,foc,fire,Feuer,fuoco
340,sud,south,Süden,Sud
341,problema,problem,Problem,problema
342,peça,piece,Stück,pezzo
343,dit,told,erzählt,detto
344,sabia,knew,wusste,conosceva
345,passar,pass,passieren,passaggio
346,des,since,seit,da
347,superior,top,oben,superiore
348,tot,whole,ganz,totale
349,rei,king,König,re
350,carrer,street,Straße,strada
351,polzades,inch,Zoll,pollice
352,multiplicar,multiply,multiplizieren,moltiplicare
353,res,nothing,nichts,niente
354,curs,course,Kurs,corso
355,quedar,stay,bleibe,restare
356,roda,wheel,Rad,ruota
357,complet,full,voll,completo
358,força,force,Gewalt,forza
359,blau,blue,blau,blu
360,objecte,object,Objekt,oggetto
361,decidir,decide,entscheiden,decidere
362,superfície,surface,Oberfläche,superficie
363,profunda,deep,tief,profondità
364,lluna,moon,Mond,Luna
365,illa,island,Insel,isola
366,peu,foot,Fuß,piede
367,sistema,system,System,sistema
368,ocupat,busy,beschäftigt,occupato
369,prova,test,Prüfung,test
370,registre,record,Aufzeichnung,disco
371,vaixell,boat,Boot,barca
372,comú,common,verbreitet,Comune
373,or,gold,Gold,oro
374,possible,possible,möglich,possibile
375,pla,plane,Flugzeug,aereo
376,lloc,stead,Statt,poster
377,seca,dry,trocken,asciutto
378,pregunto,wonder,Wunder,meraviglia
379,riure,laugh,Lache,ridere
380,mil,thousand,tausend,mille
381,fa,ago,vor,fa
382,córrer,ran,rannte,corso
383,comprovar,check,prüfen,occhiata
384,joc,game,Spiel,gioco
385,forma,shape,Form,forma
386,equiparar,equate,gleich,equipaggiare
387,calenta,hot,heiß,caldo
388,senyoreta,miss,Fräulein,Perdere
389,portat,brought,gebracht,portato
390,calor,heat,Wärme,calore
391,neu,snow,Schnee,nevicare
392,pneumàtics,tire,Reifen,pneumatico
393,portar,bring,bringen,portare
394,si,yes,ja,sì
395,distant,distant,entfernt,distante
396,omplir,fill,füllen,riempire
398,pintar,paint,Farbe,dipingere
399,idioma,language,Sprache,linguaggio
400,entre,among,unter,tra
401,unitat,unit,Einheit,unità
402,poder,power,Energie,energia
403,ciutat,town,Stadt,città
404,fina,fine,fein,bene
405,certa,certain,sicher,certo
406,volar,fly,Fliege,volare
407,caure,fall,Herbst,autunno
408,conduir,lead,fahren,piombo
409,crit,cry,weinen,piangere
410,fosc,dark,dunkel,buio
411,màquina,machine,Maschine,macchina
412,nota,note,Hinweis,Nota
413,esperar,wait,warten,aspettare
414,pla,plan,planen,Piano
415,figura,figure,Zahl,figura
416,estrella,star,Stern,stella
417,quadre,box,Kasten,scatola
418,substantiu,noun,Substantiv,sostantivo
419,terreny,field,Gebiet,campo
420,resta,rest,ausruhen,riposo
421,correcta,correct,Korrekt,corretta
422,capaç,able,fähig,capace
423,lliura,pound,Pfund,libbra
424,done,done,fertig,fatto
425,bellesa,beauty,Schönheit,bellezza
426,unitat,drive,Fahrt,guidare
427,destacat,stood,stand,piedi
428,contenir,contain,enthalten,contenere
429,davant,front,Vorderseite,davanti
430,ensenyar,teach,unterrichten,insegnare
431,setmana,week,Woche,settimana
432,definitiva,final,Finale,finale
433,vadonar,gave,gab,dato
434,verd,green,grün,verde
435,oh,oh,oh,oh
436,ràpid,quick,schnell,Presto
437,desenvolupar,develop,entwickeln,sviluppare
438,oceà,ocean,Ozean,oceano
439,calenta,warm,warm,caldo
440,lliure,free,frei,libero
441,minuts,minute,Minute,minuto
442,fort,strong,stark,forte
443,especial,special,Besondere,speciale
444,ment,mind,Geist,mente
445,darrere,behind,hinter,dietro
446,clar,clear,klar,chiaro
447,cua,tail,Schwanz,coda
448,produeix,produce,produzieren,produrre
449,fet,fact,Tatsache,fatto
450,espai,space,Raum,spazio
451,sentit,heard,gehört,sentito
452,millor,best,Beste,migliore
453,hores,hour,Stunde,ora
454,millor,better,besser,meglio
455,cert,true,wahr,VERO
456,durant,during,während,occasione
457,cent,hundred,hundert,centinaio
458,llit,five,fünf,cinque
459,recordar,remember,erinnern,ricordare
460,pas,step,Schritt,passo
461,primerenca,early,früh,presto
462,mantenir,hold,halt,presa
463,oest,west,Westen,ovest
464,sòl,ground,Boden,terra
465,interès,interest,Interesse,interesse
466,arribar,reach,erreichen,portata
467,ràpid,fast,schnell,veloce
468,verb,verb,Verb,verbo
469,cantar,sing,singen,cantare
470,escoltar,listen,hören,ascoltare
471,passeig,six,sechs,sei
472,taula,table,Tisch,tavolo
473,viatges,travel,reisen,viaggiare
474,menys,less,weniger,meno
475,demà,morning,Morgen,mattina
476,estrany,ten,zehn,dieci
477,simple,simple,einfach,semplice
478,diversos,several,mehrere,parecchi
479,vocal,vowel,Vokal,vocale
480,cap,toward,zu,verso
481,guerra,war,Krieg,guerra
482,establir,lay,legen,posizione
483,contra,against,gegen,contro
484,patró,pattern,Muster,modello
485,lenta,slow,schleppend,Lento
486,centre,center,Center,centro
487,estimar,love,Liebe,amore
488,persona,person,Person,persona
489,diners,money,Geld,soldi
490,servir,serve,Dienen,servire
491,apareixerà,appear,Erscheinung,apparire
492,carretera,road,Straße,strada
493,mapa,map,Karte,mappa
494,pluja,rain,Regen,piovere
495,regla,rule,Regel,regola
496,governar,govern,regieren,governare
497,halar,pull,ziehen,tiro
498,fred,cold,kalt,freddo
499,avís,notice,Notiz,Avviso
500,veu,voice,Stimme,voce
501,energia,energy,Energie,energia
502,caça,hunt,Jagd,caccia
503,probable,probable,wahrscheinlich,probabile
504,llit,bed,Bett,letto
505,germà,brother,Bruder,fratello
506,ou,egg,Ei,uovo
507,passeig,ride,Fahrt,passeggiata
508,cellular,cell,Zelle,cellula
509,creure,believe,glauben,ritenere
510,potser,perhaps,vielleicht,forse
511,recollir,pick,wählen,scegliere
512,sobtada,sudden,plötzlich,improvviso
513,comptar,count,Anzahl,contare
514,plaça,square,Quadrat,quadrato
515,raó,reason,Grund,Motivo
516,longitud,length,Länge,lunghezza
517,representar,represent,vertreten,rappresentare
518,art,art,Kunst,arte
519,subjecte,subject,Thema,argomento
520,regió,region,Region,regione
521,mida,size,Größe,taglia
522,variar,vary,variieren,variare
523,resoldre,settle,siedeln,fissare
524,parlar,speak,sprechen,parlare
525,pes,weight,Last,peso
526,engeneral,general,Allgemeines,generale
527,gel,ice,Eis,Ghiaccio
528,qüestió,matter,Materie,questione
529,cercle,circle,Kreis,cerchio
530,parell,pair,Paar,paio
531,incloure,include,enthalten,includere
532,bretxa,divide,teilen,dividere
533,síl·laba,syllable,Silbe,sillaba
534,sentit,felt,gefühlt,provato
535,grand,grand,Grand,mille
536,bola,ball,Ball,sfera
537,encara,yet,noch,ancora
538,onada,wave,Welle,onda
539,caure,drop,fallen,gocciolare
540,cor,heart,Herz,cuore
541,am,am,bin,sono
542,aquest,present,Geschenk,regalo
543,pesada,heavy,schwer,pesante
544,dansa,dance,tanzen,danza
545,motor,engine,Motor,motore
546,posició,position,Position,posizione
547,braç,arm,Arm,braccio
548,àmplia,wide,weit,largo
549,vela,sail,Segel,vela
550,materials,material,Material,Materiale
551,fracció,fraction,Fraktion,frazione
552,bosc,forest,Wald,foresta
553,seure,sit,sitz,sedersi
554,carrera,race,Rennen,gara
555,finestra,window,Fenster,finestra
556,botiga,store,Geschäft,negozio
557,estiu,summer,Sommer,estate
558,tren,train,Zug,treno
559,somni,sleep,schlafen,dormire
560,demostrar,prove,beweisen,dimostrare
561,solitari,lone,einsam,solitario
562,cama,leg,Bein,gamba
563,exercici,exercise,Übung,esercizio
564,paret,wall,Wand,parete
565,captures,catch,fangen,presa
566,muntatge,mount,montieren,montare
567,desitjos,wish,Wunsch,desiderare
568,cel,sky,Himmel,cielo
569,bord,board,Planke,tavola
570,alegria,joy,Freude,gioia
571,hivern,winter,Winter,inverno
572,sat,sat,Sa,sab
573,escrit,written,geschrieben,scritto
574,salvatge,wild,wild,selvaggio
575,instrument,instrument,Instrument,strumento
576,guardat,kept,gehalten,tenuto
577,vidre,glass,Glas,bicchiere
578,herba,grass,Gras,erba
579,vaca,cow,Kuh,mucca
580,treball,job,Arbeit,lavoro
581,vora,edge,Kante,bordo
582,signe,sign,unterzeichnen,cartello
583,visita,visit,Besuch,visitare
584,passat,past,vergangen,passato
585,suau,soft,Sanft,morbido
586,diversió,fun,Spaß,divertimento
587,brillant,bright,hell,luminoso
588,gas,gas,Gas,gas
589,temps,weather,Wetter,tempo
590,mes,month,Monat,mese
591,milions,million,Million,milione
592,suportar,bear,Bär,orso
593,acabat,finish,Fertig,finire
594,feliç,happy,glücklich,contento
595,espere,hope,hoffen,speranza
596,flor,flower,Blume,fiore
597,vestir,clothe,kleiden,vestito
598,estrany,strange,komisch,strano
599,anat,gone,gegangen,andato
600,comerç,trade,handeln,commercio
601,melodia,melody,Melodie,melodia
602,viatge,trip,Reise,viaggio
603,oficina,office,Büro,ufficio
604,rebre,receive,empfangen,ricevere
605,fila,row,Reihe,riga
606,boca,mouth,Mund,bocca
607,exacta,exact,genau,esatto
608,símbol,symbol,Symbol,simbolo
609,morir,die,sterben,morire
610,menys,least,wenigsten,meno
611,problemes,trouble,Ärger,problemi
612,crit,shout,schreien,grido
613,excepte,except,außer,tranne
614,escriure,wrote,schrieb,scritto
615,llavors,seed,Samen,seme
616,to,tone,Ton,tono
617,unir-se,join,beitreten,giuntura
618,suggerir,suggest,empfehlen,suggerire
619,neta,clean,reinigen,pulire
620,ruptura,break,Unterbrechung,rompere
621,dama,lady,Dame,signora
622,pati,yard,Garten,Iarda
623,augmentant,rise,euch,salita
624,dolent,bad,Schlecht,cattivo
625,cop,blow,Schlag,soffio
626,oli,oil,Öl,petrolio
627,sang,blood,Blut,sangue
628,tocar,touch,berühren,tocco
629,créixer,grew,wuchs,cresciuto
630,cent,cent,Cent,cent
631,barrejar,mix,mischen,mescolare
632,equip,team,Team,squadra
633,filferro,wire,Kabel,filo
634,cost,cost,kosten,costo
635,perdut,lost,verloren,perso
636,brown,brown,braun,Marrone
637,desgast,wear,tragen,indossare
638,jardí,garden,Garten,giardino
639,igual,equal,gleich,pari
640,enviat,sent,geschickt,spedito
641,triar,choose,wählen,scegliere
642,caure,fell,hingefallen,caduto
643,encaixar,fit,fit,forma
644,fluir,flow,Fluss,flusso
645,just,fair,gerecht,giusto
646,banc,bank,Bank,banca
647,recollir,collect,sammeln,raccogliere
648,guardar,save,speichern,Salva
650,decimal,decimal,Dezimal,decimale
651,sentit,ear,Ohr,orecchio
652,altres,else,anders,altro
653,bastant,quite,ziemlich,abbastanza
654,trencar,broke,Pleite,rotto
655,cas,case,Fall,Astuccio
656,mitjà,middle,Mitte,mezzo
657,matar,kill,töten,uccisione
658,fill,son,Sohn,figlio
659,llac,lake,See,lago
660,moment,moment,Moment,momento
661,escala,scale,Skala,scala
662,veualta,loud,laut,altavoce
663,primavera,spring,Feder,primavera
664,observar,observe,beobachten,osservare
665,nen,child,Kind,bambino
666,recta,straight,gerade,dritto
667,consonant,consonant,Konsonant,consonante
668,nació,nation,Nation,nazione
669,diccionari,dictionary,Wörterbuch,dizionario
670,llet,milk,Milch,latte
671,velocitat,speed,Geschwindigkeit,velocità
672,mètode,method,Methode,metodo
673,òrgan,organ,Organ,organo
674,pagar,pay,Zahlen,pagare
675,edat,age,Alter,età
676,secció,section,Sektion,sezione
677,vestit,dress,Kleid,vestire
678,núvol,cloud,Wolke,nuvola
679,sorpresa,surprise,Überraschung,sorpresa
680,tranquil,quiet,ruhig,tranquillo
681,pedra,stone,Stein,pietra
682,petit,tiny,klein,minuscolo
683,ascens,climb,steigen,scalata
684,fresc,cool,cool,fresco
685,disseny,design,Design,design
686,pobres,poor,Arm,povero
687,molt,lot,viel,quantità
688,experiment,experiment,Experiment,sperimentare
689,inferior,bottom,Unterseite,inferiore
690,clau,key,Schlüssel,chiave
691,ferro,iron,Eisen,ferro
692,sola,single,Single,separare
693,pal,stick,Stock,bastone
694,plana,flat,eben,piatto
695,vint,twenty,zwanzig,venti
696,pell,skin,Haut,pelle
697,somriure,smile,lächeln,Sorridi
698,plec,crease,Falte,piega
699,forat,hole,Loch,Foro
700,saltar,jump,springen,salto
701,nadó,baby,Baby,bambino
702,tipus,eight,acht,otto
703,poble,village,Dorf,villaggio
704,reuneixen,meet,Treffen,incontrare
705,arrel,root,Wurzel,radice
706,comprar,buy,Kaufen,acquistare
707,augmentar,raise,erziehen,raccogliere
708,resoldre,solve,lösen,risolvere
709,metall,metal,Metall,metallo
710,si,whether,ob,se
711,empènyer,push,drücken,spingere
712,caràcter,seven,Sieben,Sette
713,paràgraf,paragraph,Absatz,paragrafo
714,tercer,third,dritte,Terzo
715,haurà,shall,soll,deve
716,held,held,gehaltenen,tenuto
717,pèl,hair,Haar,capelli
718,descriure,describe,beschreiben,descrivere
719,cuiner,cook,Koch,cucinare
720,pis,floor,umhauen,pavimento
721,sigui,either,entweder,o
722,resultat,result,Ergebnis,risultato
723,cremar,burn,brennen,bruciare
724,turó,hill,hügel,collina
725,segur,safe,sicher,sicuro
726,cat,cat,Katze,gatto
727,segle,century,Jahrhundert,secolo
728,considerar,consider,Erwägen,contodi
729,tipus,type,Typ,genere
730,llei,law,Gesetz,legge
731,bit,bit,Bit,po
732,costa,coast,Küste,costa
733,còpia,copy,Kopieren,copia
734,frase,phrase,Phrase,frase
735,silenci,silent,Leise,silenzioso
736,altura,tall,hoch,alto
737,sorra,sand,Sand,sabbia
738,sòl,soil,Boden,suolo
739,rotllo,roll,rollen,rotolo
740,temperatura,temperature,Temperatur,temperatura
741,dit,finger,Finger,dito
742,indústria,industry,Industrie,industria
743,valor,value,Wert,valore
744,lluita,fight,Kampf,combattere
745,mentida,lie,Lüge,menzogna
746,batre,beat,schlagen,colpo
747,excitar,excite,begeistern,eccitare
748,naturals,natural,natürlich,naturale
749,vista,view,Aussicht,Visualizza
750,sentit,sense,Sinn,senso
753,cadira,chair,Stuhl,sedia
754,perill,danger,Achtung,Pericolo
755,fruita,fruit,Obst,frutta
756,rica,rich,Reich,ricco
757,gruix,thick,dick,spessore
758,soldat,soldier,Soldat,soldato
759,procés,process,Prozess,processi
760,operar,operate,arbeiten,operare
761,pràctica,practice,ausüben,pratica
762,separada,separate,einzeln,separato
763,difícil,difficult,schwierig,difficile
764,metge,doctor,Arzt,medico
765,plau,please,bitte,perfavore
766,protegir,protect,beschützen,proteggere
767,migdia,noon,Mittag,mezzogiorno
768,cultius,crop,Ernte,Ritaglia
769,moderna,modern,modern,moderno
770,element,element,Element,elemento
771,colpejar,hit,schlagen,colpire
772,estudiant,student,Schüler,alunno
773,cantonada,corner,Ecke,angolo
774,partit,party,Party,festa
775,subministrament,supply,liefern,fornitura
776,el,whose,Deren,cui
777,localitzar,locate,Lokalisieren,individuare
778,anell,ring,Ring,squillare
779,caràcter,character,Charakter,carattere
780,insectes,insect,Insekt,insetto
781,capturat,caught,erwischt,catturato
782,període,period,Zeitraum,periodo
783,indicar,indicate,angeben,indicare
784,ràdio,radio,Radio,Radio
785,parlar,spoke,gesprochen,parlato
786,àtom,atom,Atom,atomo
787,humà,human,Mensch,umano
788,història,history,Geschichte,storia
789,efecte,effect,Wirkung,effetto
790,elèctrica,electric,elektrisch,elettrico
791,esperar,expect,erwarten,aspettare
792,os,bone,Knochen,osso
793,ferrocarril,rail,Schiene,rotaia
794,imaginar,imagine,vorstellen,immaginare
795,proporcionar,provide,bieten,fornire
796,acord,agree,zustimmen,accordo
797,pertant,thus,daher,così
798,suau,gentle,sanft,gentile
799,dona,woman,Frau,donna
800,capità,captain,Kapitän,Capitano
801,endevinar,guess,erraten,indovinare
802,necessari,necessary,notwendig,necessario
803,agut,sharp,Scharf,affilato
804,ala,wing,Flügel,ala
805,crear,create,schaffen,creare
806,veí,neighbor,Nachbar,vicino
807,rentat,wash,waschen,lavaggio
808,bat,bat,Schläger,pipistrello
809,lloc,rather,eher,piuttosto
810,multitud,crowd,Menge,folla
811,blatdemoro,corn,Mais,Mais
812,comparar,compare,vergleichen,confrontare
813,poema,poem,Gedicht,poesia
814,string,string,Saite,corda
815,campana,bell,Glocke,campana
816,dependrà,depend,abhängen,dipendere
817,carn,meat,Fleisch,carne
818,rub,rub,reiben,strofinare
819,tub,tube,Rohr,tubo
820,famosa,famous,berühmt,famoso
921,dòlar,dollar,Dollar,dollaro
822,corrent,stream,Strom,flusso
823,por,fear,Angst,paura
284,vista,sight,Sicht,vista
825,prima,thin,dünn,magro
826,triangle,triangle,Dreieck,triangolo
827,planeta,planet,Planet,pianeta
828,pressa,hurry,beeilen,fretta
829,cap,chief,Chef,capo
830,colònia,colony,Kolonie,colonia
831,rellotge,clock,Uhr,orologio
832,mina,mine,schürfen,mio
833,empat,tie,binden,legare
834,entrar,enter,betreten,accedere
835,important,major,Haupt,principale
836,fresc,fresh,frisch,fresco
837,cerca,search,Suche,ricerca
838,enviar,send,schicken,Inviare
839,groc,yellow,gelb,giallo
840,arma,gun,Pistole,pistola
841,permetre,allow,ermöglichen,permettere
842,print,print,drucken,Stampa
843,morts,dead,tot,morto
844,lloc,spot,Stelle,macchiare
845,desert,desert,Wüste,deserto
846,vestit,suit,Anzug,vestire
847,actual,current,aktuell,attuale
848,ascensor,lift,Aufzug,sollevare
840,rosa,rose,Rose,rosa
850,arribar,arrive,ankommen,arrivo
851,màster,master,Meister,maestro
852,pista,track,Spur,traccia
853,pare,parent,Elternteil,genitore
854,riba,shore,Ufer,costa
855,divisió,division,Einteilung,divisione
856,full,sheet,Blatt,foglio
857,substància,substance,Substanz,sostanza
858,afavorir,favor,favorisieren,favore
859,connectar,connect,anschließen,Collegare
860,missatge,post,Post,inviare
861,passar,spend,ausgeben,Spendere
862,acord,chord,Akkord,accordo
863,greix,fat,fett,grasso
864,content,glad,froh,lieto
865,originals,original,Original,originale
866,quota,share,Teilen,Condividere
867,estació,station,Bahnhof,stazione
